crn_rank_excluded_index,reaction_i,reaction_j,reaction_i_text,reaction_j_text,zeta_i,zeta_j,passing_ordered_pairs,rank_S_upper_bound,required_rank,exclusion_reason
148,3,411,0 -> X4+X5,2X1 -> X2+X5,"(0, 0, 0, 1, 1)","(-2, 1, 0, 0, 1)",3->411;411->3,2,5,rank(S) <= m = 2 < n = 5
149,3,412,0 -> X4+X5,2X1 -> X2+X4,"(0, 0, 0, 1, 1)","(-2, 1, 0, 1, 0)",3->412;412->3,2,5,rank(S) <= m = 2 < n = 5
150,3,413,0 -> X4+X5,2X1 -> X2+X3,"(0, 0, 0, 1, 1)","(-2, 1, 1, 0, 0)",3->413;413->3,2,5,rank(S) <= m = 2 < n = 5
151,3,414,0 -> X4+X5,2X1 -> 2X2,"(0, 0, 0, 1, 1)","(-2, 2, 0, 0, 0)",3->414;414->3,2,5,rank(S) <= m = 2 < n = 5
152,3,415,0 -> X4+X5,2X1 -> X1,"(0, 0, 0, 1, 1)","(-1, 0, 0, 0, 0)",3->415;415->3,2,5,rank(S) <= m = 2 < n = 5
153,3,416,0 -> X4+X5,2X1 -> X1+X5,"(0, 0, 0, 1, 1)","(-1, 0, 0, 0, 1)",3->416;416->3,2,5,rank(S) <= m = 2 < n = 5
154,3,417,0 -> X4+X5,2X1 -> X1+X4,"(0, 0, 0, 1, 1)","(-1, 0, 0, 1, 0)",3->417;417->3,2,5,rank(S) <= m = 2 < n = 5
155,3,418,0 -> X4+X5,2X1 -> X1+X3,"(0, 0, 0, 1, 1)","(-1, 0, 1, 0, 0)",3->418;418->3,2,5,rank(S) <= m = 2 < n = 5
156,3,419,0 -> X4+X5,2X1 -> X1+X2,"(0, 0, 0, 1, 1)","(-1, 1, 0, 0, 0)",3->419;419->3,2,5,rank(S) <= m = 2 < n = 5
157,4,300,0 -> 2X4,X1 -> 0,"(0, 0, 0, 2, 0)","(-1, 0, 0, 0, 0)",4->300;300->4,2,5,rank(S) <= m = 2 < n = 5
158,4,301,0 -> 2X4,X1 -> X5,"(0, 0, 0, 2, 0)","(-1, 0, 0, 0, 1)",4->301;301->4,2,5,rank(S) <= m = 2 < n = 5
159,4,302,0 -> 2X4,X1 -> 2X5,"(0, 0, 0, 2, 0)","(-1, 0, 0, 0, 2)",4->302;302->4,2,5,rank(S) <= m = 2 < n = 5
160,4,303,0 -> 2X4,X1 -> X4,"(0, 0, 0, 2, 0)","(-1, 0, 0, 1, 0)",4->303;303->4,2,5,rank(S) <= m = 2 < n = 5
161,4,304,0 -> 2X4,X1 -> X4+X5,"(0, 0, 0, 2, 0)","(-1, 0, 0, 1, 1)",4->304;304->4,2,5,rank(S) <= m = 2 < n = 5
162,4,305,0 -> 2X4,X1 -> 2X4,"(0, 0, 0, 2, 0)","(-1, 0, 0, 2, 0)",4->305;305->4,2,5,rank(S) <= m = 2 < n = 5
163,4,306,0 -> 2X4,X1 -> X3,"(0, 0, 0, 2, 0)","(-1, 0, 1, 0, 0)",4->306;306->4,2,5,rank(S) <= m = 2 < n = 5
164,4,307,0 -> 2X4,X1 -> X3+X5,"(0, 0, 0, 2, 0)","(-1, 0, 1, 0, 1)",4->307;307->4,2,5,rank(S) <= m = 2 < n = 5
165,4,308,0 -> 2X4,X1 -> X3+X4,"(0, 0, 0, 2, 0)","(-1, 0, 1, 1, 0)",4->308;308->4,2,5,rank(S) <= m = 2 < n = 5
166,4,309,0 -> 2X4,X1 -> 2X3,"(0, 0, 0, 2, 0)","(-1, 0, 2, 0, 0)",4->309;309->4,2,5,rank(S) <= m = 2 < n = 5
167,4,310,0 -> 2X4,X1 -> X2,"(0, 0, 0, 2, 0)","(-1, 1, 0, 0, 0)",4->310;310->4,2,5,rank(S) <= m = 2 < n = 5
168,4,311,0 -> 2X4,X1 -> X2+X5,"(0, 0, 0, 2, 0)","(-1, 1, 0, 0, 1)",4->311;311->4,2,5,rank(S) <= m = 2 < n = 5
169,4,312,0 -> 2X4,X1 -> X2+X4,"(0, 0, 0, 2, 0)","(-1, 1, 0, 1, 0)",4->312;312->4,2,5,rank(S) <= m = 2 < n = 5
170,4,313,0 -> 2X4,X1 -> X2+X3,"(0, 0, 0, 2, 0)","(-1, 1, 1, 0, 0)",4->313;313->4,2,5,rank(S) <= m = 2 < n = 5
171,4,314,0 -> 2X4,X1 -> 2X2,"(0, 0, 0, 2, 0)","(-1, 2, 0, 0, 0)",4->314;314->4,2,5,rank(S) <= m = 2 < n = 5
172,4,315,0 -> 2X4,X1 -> X1+X5,"(0, 0, 0, 2, 0)","(0, 0, 0, 0, 1)",4->315;315->4,2,5,rank(S) <= m = 2 < n = 5
173,4,317,0 -> 2X4,X1 -> X1+X3,"(0, 0, 0, 2, 0)","(0, 0, 1, 0, 0)",4->317;317->4,2,5,rank(S) <= m = 2 < n = 5
174,4,318,0 -> 2X4,X1 -> X1+X2,"(0, 0, 0, 2, 0)","(0, 1, 0, 0, 0)",4->318;318->4,2,5,rank(S) <= m = 2 < n = 5
175,4,319,0 -> 2X4,X1 -> 2X1,"(0, 0, 0, 2, 0)","(1, 0, 0, 0, 0)",4->319;319->4,2,5,rank(S) <= m = 2 < n = 5
176,4,400,0 -> 2X4,2X1 -> 0,"(0, 0, 0, 2, 0)","(-2, 0, 0, 0, 0)",4->400;400->4,2,5,rank(S) <= m = 2 < n = 5
177,4,401,0 -> 2X4,2X1 -> X5,"(0, 0, 0, 2, 0)","(-2, 0, 0, 0, 1)",4->401;401->4,2,5,rank(S) <= m = 2 < n = 5
178,4,402,0 -> 2X4,2X1 -> 2X5,"(0, 0, 0, 2, 0)","(-2, 0, 0, 0, 2)",4->402;402->4,2,5,rank(S) <= m = 2 < n = 5
179,4,403,0 -> 2X4,2X1 -> X4,"(0, 0, 0, 2, 0)","(-2, 0, 0, 1, 0)",4->403;403->4,2,5,rank(S) <= m = 2 < n = 5
180,4,404,0 -> 2X4,2X1 -> X4+X5,"(0, 0, 0, 2, 0)","(-2, 0, 0, 1, 1)",4->404;404->4,2,5,rank(S) <= m = 2 < n = 5
181,4,405,0 -> 2X4,2X1 -> 2X4,"(0, 0, 0, 2, 0)","(-2, 0, 0, 2, 0)",4->405;405->4,2,5,rank(S) <= m = 2 < n = 5
182,4,406,0 -> 2X4,2X1 -> X3,"(0, 0, 0, 2, 0)","(-2, 0, 1, 0, 0)",4->406;406->4,2,5,rank(S) <= m = 2 < n = 5
183,4,407,0 -> 2X4,2X1 -> X3+X5,"(0, 0, 0, 2, 0)","(-2, 0, 1, 0, 1)",4->407;407->4,2,5,rank(S) <= m = 2 < n = 5
184,4,408,0 -> 2X4,2X1 -> X3+X4,"(0, 0, 0, 2, 0)","(-2, 0, 1, 1, 0)",4->408;408->4,2,5,rank(S) <= m = 2 < n = 5
185,4,409,0 -> 2X4,2X1 -> 2X3,"(0, 0, 0, 2, 0)","(-2, 0, 2, 0, 0)",4->409;409->4,2,5,rank(S) <= m = 2 < n = 5
186,4,410,0 -> 2X4,2X1 -> X2,"(0, 0, 0, 2, 0)","(-2, 1, 0, 0, 0)",4->410;410->4,2,5,rank(S) <= m = 2 < n = 5
187,4,411,0 -> 2X4,2X1 -> X2+X5,"(0, 0, 0, 2, 0)","(-2, 1, 0, 0, 1)",4->411;411->4,2,5,rank(S) <= m = 2 < n = 5
188,4,412,0 -> 2X4,2X1 -> X2+X4,"(0, 0, 0, 2, 0)","(-2, 1, 0, 1, 0)",4->412;412->4,2,5,rank(S) <= m = 2 < n = 5
189,4,413,0 -> 2X4,2X1 -> X2+X3,"(0, 0, 0, 2, 0)","(-2, 1, 1, 0, 0)",4->413;413->4,2,5,rank(S) <= m = 2 < n = 5
190,4,414,0 -> 2X4,2X1 -> 2X2,"(0, 0, 0, 2, 0)","(-2, 2, 0, 0, 0)",4->414;414->4,2,5,rank(S) <= m = 2 < n = 5
191,4,415,0 -> 2X4,2X1 -> X1,"(0, 0, 0, 2, 0)","(-1, 0, 0, 0, 0)",4->415;415->4,2,5,rank(S) <= m = 2 < n = 5
192,4,416,0 -> 2X4,2X1 -> X1+X5,"(0, 0, 0, 2, 0)","(-1, 0, 0, 0, 1)",4->416;416->4,2,5,rank(S) <= m = 2 < n = 5
193,4,417,0 -> 2X4,2X1 -> X1+X4,"(0, 0, 0, 2, 0)","(-1, 0, 0, 1, 0)",4->417;417->4,2,5,rank(S) <= m = 2 < n = 5
194,4,418,0 -> 2X4,2X1 -> X1+X3,"(0, 0, 0, 2, 0)","(-1, 0, 1, 0, 0)",4->418;418->4,2,5,rank(S) <= m = 2 < n = 5
195,4,419,0 -> 2X4,2X1 -> X1+X2,"(0, 0, 0, 2, 0)","(-1, 1, 0, 0, 0)",4->419;419->4,2,5,rank(S) <= m = 2 < n = 5
196,5,300,0 -> X3,X1 -> 0,"(0, 0, 1, 0, 0)","(-1, 0, 0, 0, 0)",5->300;300->5,2,5,rank(S) <= m = 2 < n = 5
197,5,301,0 -> X3,X1 -> X5,"(0, 0, 1, 0, 0)","(-1, 0, 0, 0, 1)",5->301;301->5,2,5,rank(S) <= m = 2 < n = 5
198,5,302,0 -> X3,X1 -> 2X5,"(0, 0, 1, 0, 0)","(-1, 0, 0, 0, 2)",5->302;302->5,2,5,rank(S) <= m = 2 < n = 5
199,5,303,0 -> X3,X1 -> X4,"(0, 0, 1, 0, 0)","(-1, 0, 0, 1, 0)",5->303;303->5,2,5,rank(S) <= m = 2 < n = 5
200,5,304,0 -> X3,X1 -> X4+X5,"(0, 0, 1, 0, 0)","(-1, 0, 0, 1, 1)",5->304;304->5,2,5,rank(S) <= m = 2 < n = 5
201,5,305,0 -> X3,X1 -> 2X4,"(0, 0, 1, 0, 0)","(-1, 0, 0, 2, 0)",5->305;305->5,2,5,rank(S) <= m = 2 < n = 5
202,5,306,0 -> X3,X1 -> X3,"(0, 0, 1, 0, 0)","(-1, 0, 1, 0, 0)",5->306;306->5,2,5,rank(S) <= m = 2 < n = 5
203,5,307,0 -> X3,X1 -> X3+X5,"(0, 0, 1, 0, 0)","(-1, 0, 1, 0, 1)",5->307;307->5,2,5,rank(S) <= m = 2 < n = 5
204,5,308,0 -> X3,X1 -> X3+X4,"(0, 0, 1, 0, 0)","(-1, 0, 1, 1, 0)",5->308;308->5,2,5,rank(S) <= m = 2 < n = 5
205,5,309,0 -> X3,X1 -> 2X3,"(0, 0, 1, 0, 0)","(-1, 0, 2, 0, 0)",5->309;309->5,2,5,rank(S) <= m = 2 < n = 5
206,5,310,0 -> X3,X1 -> X2,"(0, 0, 1, 0, 0)","(-1, 1, 0, 0, 0)",5->310;310->5,2,5,rank(S) <= m = 2 < n = 5
207,5,311,0 -> X3,X1 -> X2+X5,"(0, 0, 1, 0, 0)","(-1, 1, 0, 0, 1)",5->311;311->5,2,5,rank(S) <= m = 2 < n = 5
208,5,312,0 -> X3,X1 -> X2+X4,"(0, 0, 1, 0, 0)","(-1, 1, 0, 1, 0)",5->312;312->5,2,5,rank(S) <= m = 2 < n = 5
209,5,313,0 -> X3,X1 -> X2+X3,"(0, 0, 1, 0, 0)","(-1, 1, 1, 0, 0)",5->313;313->5,2,5,rank(S) <= m = 2 < n = 5
210,5,314,0 -> X3,X1 -> 2X2,"(0, 0, 1, 0, 0)","(-1, 2, 0, 0, 0)",5->314;314->5,2,5,rank(S) <= m = 2 < n = 5
211,5,315,0 -> X3,X1 -> X1+X5,"(0, 0, 1, 0, 0)","(0, 0, 0, 0, 1)",5->315;315->5,2,5,rank(S) <= m = 2 < n = 5
212,5,316,0 -> X3,X1 -> X1+X4,"(0, 0, 1, 0, 0)","(0, 0, 0, 1, 0)",5->316;316->5,2,5,rank(S) <= m = 2 < n = 5
213,5,318,0 -> X3,X1 -> X1+X2,"(0, 0, 1, 0, 0)","(0, 1, 0, 0, 0)",5->318;318->5,2,5,rank(S) <= m = 2 < n = 5
214,5,319,0 -> X3,X1 -> 2X1,"(0, 0, 1, 0, 0)","(1, 0, 0, 0, 0)",5->319;319->5,2,5,rank(S) <= m = 2 < n = 5
215,5,400,0 -> X3,2X1 -> 0,"(0, 0, 1, 0, 0)","(-2, 0, 0, 0, 0)",5->400;400->5,2,5,rank(S) <= m = 2 < n = 5
216,5,401,0 -> X3,2X1 -> X5,"(0, 0, 1, 0, 0)","(-2, 0, 0, 0, 1)",5->401;401->5,2,5,rank(S) <= m = 2 < n = 5
217,5,402,0 -> X3,2X1 -> 2X5,"(0, 0, 1, 0, 0)","(-2, 0, 0, 0, 2)",5->402;402->5,2,5,rank(S) <= m = 2 < n = 5
218,5,403,0 -> X3,2X1 -> X4,"(0, 0, 1, 0, 0)","(-2, 0, 0, 1, 0)",5->403;403->5,2,5,rank(S) <= m = 2 < n = 5
219,5,404,0 -> X3,2X1 -> X4+X5,"(0, 0, 1, 0, 0)","(-2, 0, 0, 1, 1)",5->404;404->5,2,5,rank(S) <= m = 2 < n = 5
220,5,405,0 -> X3,2X1 -> 2X4,"(0, 0, 1, 0, 0)","(-2, 0, 0, 2, 0)",5->405;405->5,2,5,rank(S) <= m = 2 < n = 5
221,5,406,0 -> X3,2X1 -> X3,"(0, 0, 1, 0, 0)","(-2, 0, 1, 0, 0)",5->406;406->5,2,5,rank(S) <= m = 2 < n = 5
222,5,407,0 -> X3,2X1 -> X3+X5,"(0, 0, 1, 0, 0)","(-2, 0, 1, 0, 1)",5->407;407->5,2,5,rank(S) <= m = 2 < n = 5
223,5,408,0 -> X3,2X1 -> X3+X4,"(0, 0, 1, 0, 0)","(-2, 0, 1, 1, 0)",5->408;408->5,2,5,rank(S) <= m = 2 < n = 5
224,5,409,0 -> X3,2X1 -> 2X3,"(0, 0, 1, 0, 0)","(-2, 0, 2, 0, 0)",5->409;409->5,2,5,rank(S) <= m = 2 < n = 5
225,5,410,0 -> X3,2X1 -> X2,"(0, 0, 1, 0, 0)","(-2, 1, 0, 0, 0)",5->410;410->5,2,5,rank(S) <= m = 2 < n = 5
226,5,411,0 -> X3,2X1 -> X2+X5,"(0, 0, 1, 0, 0)","(-2, 1, 0, 0, 1)",5->411;411->5,2,5,rank(S) <= m = 2 < n = 5
227,5,412,0 -> X3,2X1 -> X2+X4,"(0, 0, 1, 0, 0)","(-2, 1, 0, 1, 0)",5->412;412->5,2,5,rank(S) <= m = 2 < n = 5
228,5,413,0 -> X3,2X1 -> X2+X3,"(0, 0, 1, 0, 0)","(-2, 1, 1, 0, 0)",5->413;413->5,2,5,rank(S) <= m = 2 < n = 5
229,5,414,0 -> X3,2X1 -> 2X2,"(0, 0, 1, 0, 0)","(-2, 2, 0, 0, 0)",5->414;414->5,2,5,rank(S) <= m = 2 < n = 5
230,5,415,0 -> X3,2X1 -> X1,"(0, 0, 1, 0, 0)","(-1, 0, 0, 0, 0)",5->415;415->5,2,5,rank(S) <= m = 2 < n = 5
231,5,416,0 -> X3,2X1 -> X1+X5,"(0, 0, 1, 0, 0)","(-1, 0, 0, 0, 1)",5->416;416->5,2,5,rank(S) <= m = 2 < n = 5
232,5,417,0 -> X3,2X1 -> X1+X4,"(0, 0, 1, 0, 0)","(-1, 0, 0, 1, 0)",5->417;417->5,2,5,rank(S) <= m = 2 < n = 5
233,5,418,0 -> X3,2X1 -> X1+X3,"(0, 0, 1, 0, 0)","(-1, 0, 1, 0, 0)",5->418;418->5,2,5,rank(S) <= m = 2 < n = 5
234,5,419,0 -> X3,2X1 -> X1+X2,"(0, 0, 1, 0, 0)","(-1, 1, 0, 0, 0)",5->419;419->5,2,5,rank(S) <= m = 2 < n = 5
235,6,300,0 -> X3+X5,X1 -> 0,"(0, 0, 1, 0, 1)","(-1, 0, 0, 0, 0)",6->300;300->6,2,5,rank(S) <= m = 2 < n = 5
236,6,301,0 -> X3+X5,X1 -> X5,"(0, 0, 1, 0, 1)","(-1, 0, 0, 0, 1)",6->301;301->6,2,5,rank(S) <= m = 2 < n = 5
237,6,302,0 -> X3+X5,X1 -> 2X5,"(0, 0, 1, 0, 1)","(-1, 0, 0, 0, 2)",6->302;302->6,2,5,rank(S) <= m = 2 < n = 5
238,6,303,0 -> X3+X5,X1 -> X4,"(0, 0, 1, 0, 1)","(-1, 0, 0, 1, 0)",6->303;303->6,2,5,rank(S) <= m = 2 < n = 5
239,6,304,0 -> X3+X5,X1 -> X4+X5,"(0, 0, 1, 0, 1)","(-1, 0, 0, 1, 1)",6->304;304->6,2,5,rank(S) <= m = 2 < n = 5
240,6,305,0 -> X3+X5,X1 -> 2X4,"(0, 0, 1, 0, 1)","(-1, 0, 0, 2, 0)",6->305;305->6,2,5,rank(S) <= m = 2 < n = 5
241,6,306,0 -> X3+X5,X1 -> X3,"(0, 0, 1, 0, 1)","(-1, 0, 1, 0, 0)",6->306;306->6,2,5,rank(S) <= m = 2 < n = 5
242,6,307,0 -> X3+X5,X1 -> X3+X5,"(0, 0, 1, 0, 1)","(-1, 0, 1, 0, 1)",6->307;307->6,2,5,rank(S) <= m = 2 < n = 5
243,6,308,0 -> X3+X5,X1 -> X3+X4,"(0, 0, 1, 0, 1)","(-1, 0, 1, 1, 0)",6->308;308->6,2,5,rank(S) <= m = 2 < n = 5
244,6,309,0 -> X3+X5,X1 -> 2X3,"(0, 0, 1, 0, 1)","(-1, 0, 2, 0, 0)",6->309;309->6,2,5,rank(S) <= m = 2 < n = 5
245,6,310,0 -> X3+X5,X1 -> X2,"(0, 0, 1, 0, 1)","(-1, 1, 0, 0, 0)",6->310;310->6,2,5,rank(S) <= m = 2 < n = 5
246,6,311,0 -> X3+X5,X1 -> X2+X5,"(0, 0, 1, 0, 1)","(-1, 1, 0, 0, 1)",6->311;311->6,2,5,rank(S) <= m = 2 < n = 5
247,6,312,0 -> X3+X5,X1 -> X2+X4,"(0, 0, 1, 0, 1)","(-1, 1, 0, 1, 0)",6->312;312->6,2,5,rank(S) <= m = 2 < n = 5
248,6,313,0 -> X3+X5,X1 -> X2+X3,"(0, 0, 1, 0, 1)","(-1, 1, 1, 0, 0)",6->313;313->6,2,5,rank(S) <= m = 2 < n = 5
249,6,314,0 -> X3+X5,X1 -> 2X2,"(0, 0, 1, 0, 1)","(-1, 2, 0, 0, 0)",6->314;314->6,2,5,rank(S) <= m = 2 < n = 5
250,6,315,0 -> X3+X5,X1 -> X1+X5,"(0, 0, 1, 0, 1)","(0, 0, 0, 0, 1)",6->315;315->6,2,5,rank(S) <= m = 2 < n = 5
251,6,316,0 -> X3+X5,X1 -> X1+X4,"(0, 0, 1, 0, 1)","(0, 0, 0, 1, 0)",6->316;316->6,2,5,rank(S) <= m = 2 < n = 5
252,6,317,0 -> X3+X5,X1 -> X1+X3,"(0, 0, 1, 0, 1)","(0, 0, 1, 0, 0)",6->317;317->6,2,5,rank(S) <= m = 2 < n = 5
253,6,318,0 -> X3+X5,X1 -> X1+X2,"(0, 0, 1, 0, 1)","(0, 1, 0, 0, 0)",6->318;318->6,2,5,rank(S) <= m = 2 < n = 5
254,6,319,0 -> X3+X5,X1 -> 2X1,"(0, 0, 1, 0, 1)","(1, 0, 0, 0, 0)",6->319;319->6,2,5,rank(S) <= m = 2 < n = 5
255,6,400,0 -> X3+X5,2X1 -> 0,"(0, 0, 1, 0, 1)","(-2, 0, 0, 0, 0)",6->400;400->6,2,5,rank(S) <= m = 2 < n = 5
256,6,401,0 -> X3+X5,2X1 -> X5,"(0, 0, 1, 0, 1)","(-2, 0, 0, 0, 1)",6->401;401->6,2,5,rank(S) <= m = 2 < n = 5
257,6,402,0 -> X3+X5,2X1 -> 2X5,"(0, 0, 1, 0, 1)","(-2, 0, 0, 0, 2)",6->402;402->6,2,5,rank(S) <= m = 2 < n = 5
258,6,403,0 -> X3+X5,2X1 -> X4,"(0, 0, 1, 0, 1)","(-2, 0, 0, 1, 0)",6->403;403->6,2,5,rank(S) <= m = 2 < n = 5
259,6,404,0 -> X3+X5,2X1 -> X4+X5,"(0, 0, 1, 0, 1)","(-2, 0, 0, 1, 1)",6->404;404->6,2,5,rank(S) <= m = 2 < n = 5
260,6,405,0 -> X3+X5,2X1 -> 2X4,"(0, 0, 1, 0, 1)","(-2, 0, 0, 2, 0)",6->405;405->6,2,5,rank(S) <= m = 2 < n = 5
261,6,406,0 -> X3+X5,2X1 -> X3,"(0, 0, 1, 0, 1)","(-2, 0, 1, 0, 0)",6->406;406->6,2,5,rank(S) <= m = 2 < n = 5
262,6,407,0 -> X3+X5,2X1 -> X3+X5,"(0, 0, 1, 0, 1)","(-2, 0, 1, 0, 1)",6->407;407->6,2,5,rank(S) <= m = 2 < n = 5
263,6,408,0 -> X3+X5,2X1 -> X3+X4,"(0, 0, 1, 0, 1)","(-2, 0, 1, 1, 0)",6->408;408->6,2,5,rank(S) <= m = 2 < n = 5
264,6,409,0 -> X3+X5,2X1 -> 2X3,"(0, 0, 1, 0, 1)","(-2, 0, 2, 0, 0)",6->409;409->6,2,5,rank(S) <= m = 2 < n = 5
265,6,410,0 -> X3+X5,2X1 -> X2,"(0, 0, 1, 0, 1)","(-2, 1, 0, 0, 0)",6->410;410->6,2,5,rank(S) <= m = 2 < n = 5
266,6,411,0 -> X3+X5,2X1 -> X2+X5,"(0, 0, 1, 0, 1)","(-2, 1, 0, 0, 1)",6->411;411->6,2,5,rank(S) <= m = 2 < n = 5
267,6,412,0 -> X3+X5,2X1 -> X2+X4,"(0, 0, 1, 0, 1)","(-2, 1, 0, 1, 0)",6->412;412->6,2,5,rank(S) <= m = 2 < n = 5
268,6,413,0 -> X3+X5,2X1 -> X2+X3,"(0, 0, 1, 0, 1)","(-2, 1, 1, 0, 0)",6->413;413->6,2,5,rank(S) <= m = 2 < n = 5
269,6,414,0 -> X3+X5,2X1 -> 2X2,"(0, 0, 1, 0, 1)","(-2, 2, 0, 0, 0)",6->414;414->6,2,5,rank(S) <= m = 2 < n = 5
270,6,415,0 -> X3+X5,2X1 -> X1,"(0, 0, 1, 0, 1)","(-1, 0, 0, 0, 0)",6->415;415->6,2,5,rank(S) <= m = 2 < n = 5
271,6,416,0 -> X3+X5,2X1 -> X1+X5,"(0, 0, 1, 0, 1)","(-1, 0, 0, 0, 1)",6->416;416->6,2,5,rank(S) <= m = 2 < n = 5
272,6,417,0 -> X3+X5,2X1 -> X1+X4,"(0, 0, 1, 0, 1)","(-1, 0, 0, 1, 0)",6->417;417->6,2,5,rank(S) <= m = 2 < n = 5
273,6,418,0 -> X3+X5,2X1 -> X1+X3,"(0, 0, 1, 0, 1)","(-1, 0, 1, 0, 0)",6->418;418->6,2,5,rank(S) <= m = 2 < n = 5
274,6,419,0 -> X3+X5,2X1 -> X1+X2,"(0, 0, 1, 0, 1)","(-1, 1, 0, 0, 0)",6->419;419->6,2,5,rank(S) <= m = 2 < n = 5
275,7,300,0 -> X3+X4,X1 -> 0,"(0, 0, 1, 1, 0)","(-1, 0, 0, 0, 0)",7->300;300->7,2,5,rank(S) <= m = 2 < n = 5
276,7,301,0 -> X3+X4,X1 -> X5,"(0, 0, 1, 1, 0)","(-1, 0, 0, 0, 1)",7->301;301->7,2,5,rank(S) <= m = 2 < n = 5
277,7,302,0 -> X3+X4,X1 -> 2X5,"(0, 0, 1, 1, 0)","(-1, 0, 0, 0, 2)",7->302;302->7,2,5,rank(S) <= m = 2 < n = 5
278,7,303,0 -> X3+X4,X1 -> X4,"(0, 0, 1, 1, 0)","(-1, 0, 0, 1, 0)",7->303;303->7,2,5,rank(S) <= m = 2 < n = 5
279,7,304,0 -> X3+X4,X1 -> X4+X5,"(0, 0, 1, 1, 0)","(-1, 0, 0, 1, 1)",7->304;304->7,2,5,rank(S) <= m = 2 < n = 5
280,7,305,0 -> X3+X4,X1 -> 2X4,"(0, 0, 1, 1, 0)","(-1, 0, 0, 2, 0)",7->305;305->7,2,5,rank(S) <= m = 2 < n = 5
281,7,306,0 -> X3+X4,X1 -> X3,"(0, 0, 1, 1, 0)","(-1, 0, 1, 0, 0)",7->306;306->7,2,5,rank(S) <= m = 2 < n = 5
282,7,307,0 -> X3+X4,X1 -> X3+X5,"(0, 0, 1, 1, 0)","(-1, 0, 1, 0, 1)",7->307;307->7,2,5,rank(S) <= m = 2 < n = 5
283,7,308,0 -> X3+X4,X1 -> X3+X4,"(0, 0, 1, 1, 0)","(-1, 0, 1, 1, 0)",7->308;308->7,2,5,rank(S) <= m = 2 < n = 5
284,7,309,0 -> X3+X4,X1 -> 2X3,"(0, 0, 1, 1, 0)","(-1, 0, 2, 0, 0)",7->309;309->7,2,5,rank(S) <= m = 2 < n = 5
285,7,310,0 -> X3+X4,X1 -> X2,"(0, 0, 1, 1, 0)","(-1, 1, 0, 0, 0)",7->310;310->7,2,5,rank(S) <= m = 2 < n = 5
286,7,311,0 -> X3+X4,X1 -> X2+X5,"(0, 0, 1, 1, 0)","(-1, 1, 0, 0, 1)",7->311;311->7,2,5,rank(S) <= m = 2 < n = 5
287,7,312,0 -> X3+X4,X1 -> X2+X4,"(0, 0, 1, 1, 0)","(-1, 1, 0, 1, 0)",7->312;312->7,2,5,rank(S) <= m = 2 < n = 5
288,7,313,0 -> X3+X4,X1 -> X2+X3,"(0, 0, 1, 1, 0)","(-1, 1, 1, 0, 0)",7->313;313->7,2,5,rank(S) <= m = 2 < n = 5
289,7,314,0 -> X3+X4,X1 -> 2X2,"(0, 0, 1, 1, 0)","(-1, 2, 0, 0, 0)",7->314;314->7,2,5,rank(S) <= m = 2 < n = 5
290,7,315,0 -> X3+X4,X1 -> X1+X5,"(0, 0, 1, 1, 0)","(0, 0, 0, 0, 1)",7->315;315->7,2,5,rank(S) <= m = 2 < n = 5
291,7,316,0 -> X3+X4,X1 -> X1+X4,"(0, 0, 1, 1, 0)","(0, 0, 0, 1, 0)",7->316;316->7,2,5,rank(S) <= m = 2 < n = 5
292,7,317,0 -> X3+X4,X1 -> X1+X3,"(0, 0, 1, 1, 0)","(0, 0, 1, 0, 0)",7->317;317->7,2,5,rank(S) <= m = 2 < n = 5
293,7,318,0 -> X3+X4,X1 -> X1+X2,"(0, 0, 1, 1, 0)","(0, 1, 0, 0, 0)",7->318;318->7,2,5,rank(S) <= m = 2 < n = 5
294,7,319,0 -> X3+X4,X1 -> 2X1,"(0, 0, 1, 1, 0)","(1, 0, 0, 0, 0)",7->319;319->7,2,5,rank(S) <= m = 2 < n = 5
295,7,400,0 -> X3+X4,2X1 -> 0,"(0, 0, 1, 1, 0)","(-2, 0, 0, 0, 0)",7->400;400->7,2,5,rank(S) <= m = 2 < n = 5
296,7,401,0 -> X3+X4,2X1 -> X5,"(0, 0, 1, 1, 0)","(-2, 0, 0, 0, 1)",7->401;401->7,2,5,rank(S) <= m = 2 < n = 5
297,7,402,0 -> X3+X4,2X1 -> 2X5,"(0, 0, 1, 1, 0)","(-2, 0, 0, 0, 2)",7->402;402->7,2,5,rank(S) <= m = 2 < n = 5
298,7,403,0 -> X3+X4,2X1 -> X4,"(0, 0, 1, 1, 0)","(-2, 0, 0, 1, 0)",7->403;403->7,2,5,rank(S) <= m = 2 < n = 5
299,7,404,0 -> X3+X4,2X1 -> X4+X5,"(0, 0, 1, 1, 0)","(-2, 0, 0, 1, 1)",7->404;404->7,2,5,rank(S) <= m = 2 < n = 5
300,7,405,0 -> X3+X4,2X1 -> 2X4,"(0, 0, 1, 1, 0)","(-2, 0, 0, 2, 0)",7->405;405->7,2,5,rank(S) <= m = 2 < n = 5
301,7,406,0 -> X3+X4,2X1 -> X3,"(0, 0, 1, 1, 0)","(-2, 0, 1, 0, 0)",7->406;406->7,2,5,rank(S) <= m = 2 < n = 5
302,7,407,0 -> X3+X4,2X1 -> X3+X5,"(0, 0, 1, 1, 0)","(-2, 0, 1, 0, 1)",7->407;407->7,2,5,rank(S) <= m = 2 < n = 5
